authentication,class,db,schema,server,username,warehouse,connection,directory,name,table,dstype,tableobject,destination,op,lkey,rkey,type,destinationname,on,filename,fileid
Username Password,snowflake,SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,ph21094.eu-west-2.aws.snowflakecomputing.com,tomday,COMPUTE_WH,snowflake.0hmyh7n1x9hgfw1emvrv911ig9wb, ,CUSTOMER,[SNOWFLAKE_SAMPLE_DATA].[TPCH_SF1].[CUSTOMER],table,CUSTOMER (SNOWFLAKE_SAMPLE_DATA.CUSTOMER)_5F34BA40E7E445D88B41E58EBEB0CE3D,NATION (SNOWFLAKE_SAMPLE_DATA.NATION)_02A7A0D20DFD4C14B6AEDCE7C0A2CA32,=,C_NATIONKEY,N_NATIONKEY,INNER,NATION,[CUSTOMER::C_NATIONKEY] = [NATION::N_NATIONKEY],SF Trial.tds,tdsid1
Username Password,snowflake,SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,ph21094.eu-west-2.aws.snowflakecomputing.com,tomday,COMPUTE_WH,snowflake.0hmyh7n1x9hgfw1emvrv911ig9wb, ,LINEITEM,[SNOWFLAKE_SAMPLE_DATA].[TPCH_SF1].[LINEITEM],table,LINEITEM (SNOWFLAKE_SAMPLE_DATA.LINEITEM)_6CF1D269DAEC4A93A483853C9ECD1455,PART (SNOWFLAKE_SAMPLE_DATA.PART)_44EBC7D2C0054CA09A7C89CA1DF5E4D7,=,L_PARTKEY,P_PARTKEY,INNER,PART,[LINEITEM::L_PARTKEY] = [PART::P_PARTKEY],SF Trial.tds,tdsid1
Username Password,snowflake,SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,ph21094.eu-west-2.aws.snowflakecomputing.com,tomday,COMPUTE_WH,snowflake.0hmyh7n1x9hgfw1emvrv911ig9wb, ,LINEITEM,[SNOWFLAKE_SAMPLE_DATA].[TPCH_SF1].[LINEITEM],table,LINEITEM (SNOWFLAKE_SAMPLE_DATA.LINEITEM)_6CF1D269DAEC4A93A483853C9ECD1455,SUPPLIER (SNOWFLAKE_SAMPLE_DATA.SUPPLIER)_2AE073D1FEB747F0B537A02F975DFEA7,=,L_SUPPKEY,S_SUPPKEY,INNER,SUPPLIER,[LINEITEM::L_SUPPKEY] = [SUPPLIER::S_SUPPKEY],SF Trial.tds,tdsid1
Username Password,snowflake,SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,ph21094.eu-west-2.aws.snowflakecomputing.com,tomday,COMPUTE_WH,snowflake.0hmyh7n1x9hgfw1emvrv911ig9wb, ,NATION,[SNOWFLAKE_SAMPLE_DATA].[TPCH_SF1].[NATION],table,NATION (SNOWFLAKE_SAMPLE_DATA.NATION)_02A7A0D20DFD4C14B6AEDCE7C0A2CA32,REGION (SNOWFLAKE_SAMPLE_DATA.REGION)_EC5ECF60C2DB4E2B87DA162FE9976DD3,=,N_REGIONKEY,R_REGIONKEY,INNER,REGION,[NATION::N_REGIONKEY] = [REGION::R_REGIONKEY],SF Trial.tds,tdsid1
Username Password,snowflake,SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,ph21094.eu-west-2.aws.snowflakecomputing.com,tomday,COMPUTE_WH,snowflake.0hmyh7n1x9hgfw1emvrv911ig9wb, ,ORDERS,[SNOWFLAKE_SAMPLE_DATA].[TPCH_SF1].[ORDERS],table,ORDERS (SNOWFLAKE_SAMPLE_DATA.ORDERS)_1700146DC69C4242B1C9CA627F1EF300,CUSTOMER (SNOWFLAKE_SAMPLE_DATA.CUSTOMER)_5F34BA40E7E445D88B41E58EBEB0CE3D,=,O_CUSTKEY,C_CUSTKEY,INNER,CUSTOMER,[ORDERS::O_CUSTKEY] = [CUSTOMER::C_CUSTKEY],SF Trial.tds,tdsid1
Username Password,snowflake,SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,ph21094.eu-west-2.aws.snowflakecomputing.com,tomday,COMPUTE_WH,snowflake.0hmyh7n1x9hgfw1emvrv911ig9wb, ,ORDERS,[SNOWFLAKE_SAMPLE_DATA].[TPCH_SF1].[ORDERS],table,ORDERS (SNOWFLAKE_SAMPLE_DATA.ORDERS)_1700146DC69C4242B1C9CA627F1EF300,LINEITEM (SNOWFLAKE_SAMPLE_DATA.LINEITEM)_6CF1D269DAEC4A93A483853C9ECD1455,=,O_ORDERKEY,L_ORDERKEY,INNER,LINEITEM,[ORDERS::O_ORDERKEY] = [LINEITEM::L_ORDERKEY],SF Trial.tds,tdsid1
Username Password,snowflake,SNOWFLAKE_SAMPLE_DATA,TPCH_SF1,ph21094.eu-west-2.aws.snowflakecomputing.com,tomday,COMPUTE_WH,snowflake.0hmyh7n1x9hgfw1emvrv911ig9wb, ,PART,[SNOWFLAKE_SAMPLE_DATA].[TPCH_SF1].[PART],table,PART (SNOWFLAKE_SAMPLE_DATA.PART)_44EBC7D2C0054CA09A7C89CA1DF5E4D7,PARTSUPP (SNOWFLAKE_SAMPLE_DATA.PARTSUPP)_DDAF4902DFD34736898852D2DAEEC7BA,=,P_PARTKEY,PS_PARTKEY,INNER,PARTSUPP,[PART::P_PARTKEY] = [PARTSUPP::PS_PARTKEY],SF Trial.tds,tdsid1
